age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,Income_predicted
52,4,11,9,2,3,0,1,1,99999,0,40,23,>50K,<=50K
20,4,0,6,4,5,3,4,1,0,0,40,39,<=50K,>50K
26,4,7,12,4,7,3,2,1,0,0,40,39,<=50K,>50K
61,3,11,9,2,7,0,4,1,0,0,6,39,<=50K,<=50K
43,4,12,14,4,7,1,4,0,0,0,30,31,<=50K,>50K
46,5,9,13,2,11,0,4,1,0,0,52,39,<=50K,<=50K
43,1,8,11,4,0,1,4,0,0,0,35,39,<=50K,<=50K
41,4,11,9,0,11,4,2,0,0,0,40,39,<=50K,<=50K
44,6,11,9,2,13,0,4,1,0,0,55,39,<=50K,<=50K
54,4,11,9,2,4,0,4,1,0,0,40,39,<=50K,<=50K
65,4,12,14,2,11,0,4,1,20051,0,40,39,>50K,<=50K
32,4,9,13,0,3,4,4,0,0,0,40,1,<=50K,>50K
25,4,15,10,5,0,3,4,1,0,0,40,39,<=50K,<=50K
23,4,9,13,4,11,1,4,1,0,0,50,39,<=50K,<=50K
25,1,9,13,4,9,1,4,1,0,0,45,39,<=50K,<=50K
19,4,15,10,4,5,3,4,1,0,0,50,39,<=50K,<=50K
37,6,11,9,2,3,0,4,1,0,0,60,39,<=50K,<=50K
45,4,15,10,4,6,3,4,1,0,0,45,39,<=50K,<=50K
37,4,11,9,4,11,1,2,1,0,0,44,39,<=50K,<=50K
40,6,15,10,0,3,2,4,1,0,1564,70,19,>50K,<=50K
19,3,15,10,4,7,3,4,1,0,0,40,39,<=50K,<=50K
17,4,1,7,4,7,3,4,1,0,0,5,39,<=50K,<=50K
27,4,9,13,4,12,1,4,0,0,0,40,39,<=50K,>50K
40,1,5,4,2,2,0,2,1,0,1887,40,27,>50K,<=50K
59,4,11,9,0,11,4,4,0,0,1762,30,39,<=50K,<=50K
19,0,11,9,4,0,4,2,0,0,0,40,39,<=50K,<=50K
43,4,0,6,4,6,1,2,1,0,0,40,39,<=50K,<=50K
42,4,0,6,4,13,4,4,1,0,0,40,39,>50K,<=50K
54,4,11,9,2,13,0,2,1,5013,0,40,39,<=50K,<=50K
54,6,12,14,2,11,0,4,1,0,0,50,39,<=50K,<=50K
51,4,0,6,2,5,0,4,1,2105,0,45,39,<=50K,<=50K
50,4,11,9,2,13,0,4,1,0,0,60,39,>50K,<=50K
40,4,11,9,4,0,1,4,0,0,0,40,39,<=50K,<=50K
55,4,7,12,2,12,0,4,1,0,0,25,39,<=50K,<=50K
50,4,11,9,0,0,1,4,0,0,0,40,39,<=50K,<=50K
31,4,11,9,2,2,0,4,1,0,0,50,39,<=50K,<=50K
42,3,11,9,0,7,4,2,0,0,0,32,39,<=50K,<=50K
24,4,11,9,2,7,0,4,1,0,0,45,39,>50K,<=50K
30,4,1,7,0,11,3,4,1,0,0,40,39,<=50K,<=50K
39,1,7,12,2,2,5,4,0,0,0,50,39,>50K,<=50K
37,4,11,9,0,13,1,4,1,0,0,50,39,<=50K,>50K
33,4,11,9,2,13,0,4,1,0,0,40,39,<=50K,>50K
48,4,11,9,6,7,4,4,0,0,0,40,39,<=50K,<=50K
43,5,11,9,2,7,0,1,1,0,0,78,37,<=50K,<=50K
39,4,9,13,2,9,0,4,1,0,0,40,39,>50K,<=50K
53,4,15,10,2,3,0,4,1,0,0,45,39,>50K,<=50K
52,6,0,6,2,3,0,4,1,0,0,60,39,<=50K,<=50K
28,7,15,10,2,0,0,1,1,0,0,20,39,<=50K,>50K
32,4,11,9,4,7,1,4,1,0,0,52,39,<=50K,<=50K
31,4,9,13,2,11,0,2,1,0,0,90,39,>50K,<=50K
31,4,9,13,2,9,5,4,0,0,0,40,39,>50K,<=50K
47,4,15,10,4,0,1,4,0,0,0,40,39,<=50K,>50K
19,3,15,10,4,7,3,4,1,0,0,50,39,<=50K,<=50K
40,4,8,11,2,5,0,2,1,0,0,40,39,<=50K,<=50K
40,4,7,12,4,0,3,4,0,0,0,45,39,<=50K,>50K
41,4,1,7,0,7,1,4,1,0,0,40,39,<=50K,<=50K
53,0,11,9,2,0,0,2,1,0,0,40,39,<=50K,<=50K
46,4,1,7,0,6,4,0,1,0,0,43,10,<=50K,>50K
45,5,9,13,2,4,0,4,1,4386,0,35,39,>50K,<=50K
39,4,6,5,2,7,5,2,0,3411,0,34,39,<=50K,<=50K
19,4,11,9,4,6,1,4,1,0,0,40,39,<=50K,<=50K
57,4,11,9,2,13,0,4,1,0,1887,40,39,>50K,<=50K
49,4,8,11,2,6,5,4,0,0,0,40,29,<=50K,<=50K
59,4,11,9,0,3,1,4,0,0,0,40,39,<=50K,<=50K
32,4,8,11,0,11,1,4,1,0,0,50,39,>50K,<=50K
18,3,15,10,4,7,3,4,0,594,0,15,39,<=50K,<=50K
35,7,15,10,4,10,1,2,1,0,0,40,39,<=50K,<=50K
58,5,0,6,2,13,5,4,0,0,0,40,39,<=50K,<=50K
28,4,9,13,4,7,1,4,1,0,0,43,25,<=50K,>50K
36,0,7,12,2,0,5,4,0,0,0,40,39,>50K,<=50K
41,6,12,14,0,9,4,4,0,0,0,35,39,<=50K,<=50K
47,4,11,9,2,11,0,4,1,0,0,40,39,>50K,<=50K
50,5,11,9,2,2,0,4,1,0,1672,60,39,<=50K,<=50K
61,3,11,9,2,7,0,4,1,0,0,16,39,<=50K,<=50K
36,4,11,9,2,3,0,4,1,0,0,50,39,>50K,>50K
38,4,8,11,0,2,1,4,1,0,0,40,39,<=50K,<=50K
56,6,11,9,2,7,0,4,1,0,1902,60,39,>50K,<=50K
50,4,8,11,2,13,0,4,1,0,0,45,39,<=50K,<=50K
45,6,15,10,2,11,0,4,1,5013,0,40,39,<=50K,<=50K
44,6,11,9,2,3,0,4,1,0,0,66,39,<=50K,<=50K
51,4,15,10,2,3,0,4,1,0,0,45,39,>50K,<=50K
44,5,15,10,2,3,0,4,1,0,0,50,39,>50K,<=50K
25,4,11,9,0,2,1,4,1,0,0,50,39,<=50K,<=50K
60,4,1,7,6,13,4,2,1,0,0,40,39,<=50K,<=50K
17,3,0,6,4,7,3,4,1,1055,0,30,39,<=50K,<=50K
49,5,12,14,2,3,0,4,1,0,0,50,39,>50K,<=50K
46,4,11,9,2,2,0,2,1,0,0,60,39,>50K,<=50K
56,4,11,9,6,0,4,2,0,0,0,38,39,<=50K,>50K
25,4,11,9,0,2,1,4,1,3325,0,45,39,<=50K,<=50K
22,4,15,10,4,13,1,4,1,0,0,40,39,<=50K,<=50K
76,3,11,9,6,7,1,2,0,0,0,2,39,<=50K,<=50K
41,5,14,15,2,9,0,4,1,0,0,60,39,>50K,<=50K
48,5,11,9,2,3,0,4,1,7688,0,40,39,>50K,<=50K
46,4,0,6,4,6,1,2,1,0,0,40,39,<=50K,<=50K
30,4,15,10,4,2,1,4,1,0,0,40,39,>50K,<=50K
40,4,0,6,0,2,1,0,1,0,0,40,39,<=50K,<=50K
70,0,11,9,2,0,0,2,1,0,0,40,39,<=50K,<=50K
35,4,15,10,2,2,0,4,1,0,2051,45,39,<=50K,<=50K
49,4,12,14,0,3,1,4,0,0,0,75,39,<=50K,>50K
24,4,8,11,4,10,1,4,1,0,0,60,39,<=50K,<=50K
40,4,7,12,2,9,0,4,1,7298,0,36,39,>50K,<=50K
61,4,14,15,2,13,0,4,1,0,0,5,39,>50K,<=50K
25,4,9,13,4,9,3,1,1,0,0,40,39,<=50K,<=50K
28,1,9,13,4,9,1,4,0,0,0,40,39,<=50K,<=50K
69,7,12,14,2,9,0,4,1,0,0,11,39,<=50K,<=50K
22,4,15,10,4,5,3,4,0,0,0,36,39,<=50K,<=50K
47,4,11,9,2,0,0,4,1,0,0,38,39,<=50K,>50K
38,4,11,9,0,7,4,4,0,0,0,48,39,<=50K,<=50K
26,4,8,11,4,0,3,4,0,0,0,40,39,<=50K,>50K
17,4,1,7,4,0,3,1,0,0,0,24,39,<=50K,<=50K
33,6,15,10,4,7,1,4,1,0,0,35,39,<=50K,<=50K
43,6,11,9,3,2,1,4,1,0,0,40,39,<=50K,<=50K
58,4,8,11,2,2,0,4,1,0,0,40,39,>50K,<=50K
53,5,11,9,2,11,0,4,1,99999,0,40,39,>50K,<=50K
26,4,11,9,4,2,1,4,1,0,0,25,39,<=50K,<=50K
43,1,9,13,2,9,0,2,1,0,0,40,39,>50K,<=50K
31,4,0,6,2,4,0,4,1,2105,0,40,25,<=50K,<=50K
30,4,11,9,4,0,4,4,1,0,2001,42,39,<=50K,>50K
25,4,11,9,4,7,3,4,0,0,0,25,39,<=50K,<=50K
57,0,11,9,0,0,4,4,0,0,0,40,39,<=50K,<=50K
37,4,12,14,0,3,4,4,1,0,0,60,39,>50K,<=50K
32,4,15,10,2,11,0,4,1,0,0,48,39,<=50K,<=50K
26,4,11,9,0,3,1,4,0,0,0,41,39,<=50K,<=50K
45,4,11,9,2,0,0,4,1,0,0,40,39,>50K,<=50K
53,7,11,9,2,0,0,4,1,15024,0,35,39,>50K,<=50K
27,4,11,9,4,5,2,0,1,0,0,40,39,<=50K,<=50K
28,5,1,7,2,2,0,4,1,0,0,50,39,>50K,>50K
32,4,1,7,0,11,1,4,1,0,0,43,39,>50K,<=50K
35,4,9,13,0,11,1,4,0,0,1980,65,39,<=50K,<=50K
36,6,15,10,2,3,0,4,1,0,0,55,39,>50K,<=50K
19,4,15,10,4,0,1,4,1,0,0,40,39,<=50K,<=50K
37,5,9,13,2,3,0,4,1,0,0,80,39,>50K,<=50K
49,4,15,10,0,6,1,4,1,3325,0,45,39,<=50K,<=50K
20,4,15,10,4,7,1,4,1,0,0,45,39,<=50K,<=50K
64,5,9,13,2,3,0,4,1,15024,0,55,39,>50K,<=50K
60,3,12,14,2,7,0,4,1,0,0,40,39,<=50K,<=50K
32,4,7,12,2,2,0,4,1,0,0,42,39,<=50K,<=50K
58,7,11,9,2,3,0,4,1,0,0,40,39,<=50K,<=50K
42,4,11,9,2,11,0,4,1,0,0,50,39,<=50K,<=50K
20,4,15,10,4,0,1,2,0,0,0,14,39,<=50K,>50K
42,7,15,10,2,0,0,2,1,0,0,40,39,<=50K,<=50K
25,4,15,10,3,9,4,2,1,0,0,40,39,<=50K,>50K
30,6,8,11,2,9,0,4,1,15024,0,65,39,>50K,<=50K
37,5,9,13,2,9,0,4,1,0,0,35,39,>50K,<=50K
66,6,8,11,2,9,0,4,1,0,0,50,39,<=50K,<=50K
59,5,9,13,2,3,0,4,1,0,0,40,8,>50K,<=50K
44,4,9,13,0,7,1,1,1,0,0,40,2,<=50K,<=50K
46,4,11,9,2,0,0,4,1,0,0,58,39,>50K,>50K
59,4,9,13,2,0,5,4,0,2885,0,30,39,<=50K,<=50K
25,4,9,13,4,3,3,4,1,0,1340,40,39,<=50K,>50K
17,1,6,5,4,7,3,2,1,0,0,9,39,<=50K,>50K
47,1,9,13,2,10,0,4,1,0,0,40,39,<=50K,<=50K
47,7,6,5,0,7,1,4,0,0,0,40,39,<=50K,<=50K
30,4,15,10,0,3,4,4,0,0,0,40,39,<=50K,<=50K
20,4,15,10,4,4,3,4,0,0,0,40,39,<=50K,<=50K
26,1,9,13,4,9,1,4,1,0,2339,55,39,<=50K,<=50K
20,4,15,10,4,5,1,2,1,0,0,15,39,<=50K,<=50K
33,4,11,9,0,7,4,4,1,0,0,40,39,<=50K,<=50K
48,4,11,9,2,6,0,4,1,0,0,40,39,<=50K,>50K
52,4,9,13,2,3,0,4,1,99999,0,50,39,>50K,>50K
37,4,11,9,0,3,4,4,0,0,0,12,39,<=50K,<=50K
47,4,11,9,2,2,0,2,1,0,0,40,39,<=50K,<=50K
40,4,0,6,2,6,0,4,1,0,0,40,39,>50K,<=50K
48,4,12,14,0,3,4,4,0,0,0,40,39,>50K,>50K
49,4,0,6,2,13,0,2,1,0,0,42,39,>50K,>50K
50,4,15,10,0,7,1,4,0,0,0,40,39,<=50K,<=50K
30,4,7,12,4,9,1,4,0,0,0,40,39,<=50K,<=50K
34,4,15,10,2,3,0,4,1,0,0,40,39,<=50K,<=50K
43,4,11,9,2,6,0,4,1,0,0,40,39,<=50K,<=50K
22,4,0,6,2,6,5,4,0,0,0,40,39,<=50K,>50K
35,4,11,9,5,7,1,2,1,0,0,40,39,<=50K,>50K
26,7,11,9,0,0,3,4,0,0,0,30,39,<=50K,>50K
62,4,14,15,2,9,0,4,1,0,1628,70,39,<=50K,<=50K
39,1,11,9,5,10,1,4,1,0,0,40,39,<=50K,<=50K
59,1,15,10,2,2,0,4,1,0,0,40,39,<=50K,<=50K
69,3,4,3,0,7,1,4,1,0,0,40,39,<=50K,<=50K
27,4,9,13,2,2,0,4,1,0,0,40,39,<=50K,<=50K
17,4,0,6,4,11,3,4,1,0,0,30,39,<=50K,<=50K
38,4,9,13,2,0,0,4,1,0,0,40,39,<=50K,<=50K
41,4,15,10,2,2,0,4,1,0,1887,50,39,>50K,<=50K
27,4,0,6,4,6,4,4,0,0,0,40,39,<=50K,<=50K
23,4,11,9,4,0,3,4,0,0,0,40,39,<=50K,<=50K
17,4,0,6,4,5,3,4,1,0,0,24,39,<=50K,<=50K
56,4,5,4,0,6,1,4,0,0,0,40,39,<=50K,<=50K
24,4,15,10,4,0,1,4,0,0,0,40,39,<=50K,<=50K
62,4,10,16,2,9,0,4,1,7688,0,40,27,>50K,<=50K
44,4,2,8,0,13,4,2,1,0,0,40,39,<=50K,<=50K
23,4,9,13,4,0,1,4,1,0,0,30,39,<=50K,<=50K
41,6,11,9,4,11,1,4,1,0,0,50,27,<=50K,<=50K
25,4,11,9,4,13,1,4,1,0,0,65,39,<=50K,>50K
21,4,15,10,4,7,2,2,0,0,0,8,39,<=50K,<=50K
18,4,2,8,4,5,3,4,1,0,0,6,39,<=50K,<=50K
45,4,15,10,2,2,0,4,1,0,0,40,39,<=50K,<=50K
75,3,9,13,6,7,1,4,0,25124,0,16,39,>50K,<=50K
51,4,5,4,2,10,0,4,1,0,0,40,39,<=50K,<=50K
42,0,11,9,5,7,2,2,0,0,0,40,39,<=50K,>50K
47,4,15,10,4,7,1,2,0,0,0,35,28,<=50K,<=50K
29,4,15,10,2,4,0,4,1,0,0,40,39,<=50K,>50K
33,4,1,7,4,7,1,2,1,0,0,40,39,<=50K,<=50K
43,1,9,13,2,2,0,4,1,0,0,40,39,<=50K,<=50K
20,3,15,10,4,7,3,4,1,0,0,16,39,<=50K,>50K
19,3,9,13,4,7,3,2,0,0,0,40,22,<=50K,<=50K
44,4,7,12,2,2,0,4,1,0,1848,40,39,>50K,<=50K
24,4,15,10,4,7,3,4,1,0,0,30,39,<=50K,>50K
19,4,15,10,4,5,3,4,1,0,0,40,39,<=50K,<=50K
49,3,0,6,5,7,3,4,1,2176,0,40,39,<=50K,<=50K
52,4,8,11,2,0,0,4,1,0,0,40,39,<=50K,<=50K
38,6,11,9,4,4,1,4,1,0,0,52,39,<=50K,>50K
24,7,15,10,4,12,1,4,1,0,0,50,39,<=50K,<=50K
32,1,9,13,4,9,1,4,1,0,0,50,39,<=50K,<=50K
72,3,11,9,6,7,1,4,0,0,0,8,39,<=50K,<=50K
26,4,11,9,2,11,0,4,1,0,0,50,39,>50K,<=50K
31,4,9,13,4,11,3,1,1,0,0,40,27,<=50K,<=50K
29,4,9,13,2,11,0,4,1,0,0,50,39,<=50K,<=50K
39,4,11,9,0,0,1,4,1,10520,0,40,39,>50K,>50K
48,6,11,9,2,4,0,4,1,0,0,50,39,<=50K,>50K
40,4,15,10,2,2,0,4,1,0,0,45,39,>50K,>50K
51,4,15,10,0,3,4,4,1,0,0,45,34,<=50K,<=50K
28,6,11,9,0,2,3,4,1,0,0,40,39,<=50K,>50K
22,4,11,9,4,3,3,4,0,0,0,20,39,<=50K,<=50K
23,4,9,13,4,0,1,4,0,0,0,40,39,<=50K,<=50K
65,4,15,10,2,10,0,4,1,0,0,16,39,<=50K,<=50K
26,1,9,13,2,9,0,4,1,0,0,40,39,<=50K,<=50K
20,3,15,10,4,7,3,4,1,1055,0,50,39,<=50K,<=50K
55,4,12,14,2,9,0,4,1,15024,0,50,27,>50K,<=50K
38,6,9,13,2,7,0,4,1,0,0,10,39,<=50K,<=50K
33,4,11,9,4,9,1,4,1,0,0,60,39,>50K,>50K
33,1,11,9,2,0,5,4,0,0,0,60,39,<=50K,<=50K
37,4,9,13,4,11,1,2,0,0,0,40,39,<=50K,<=50K
19,4,1,7,4,6,3,4,1,0,0,60,39,<=50K,<=50K
24,4,9,13,4,11,1,4,1,0,0,50,39,<=50K,<=50K
30,4,1,7,2,2,0,4,1,0,0,45,39,<=50K,>50K
57,7,11,9,0,3,1,4,0,0,0,50,39,<=50K,<=50K
22,7,15,10,4,9,3,4,0,0,0,20,39,<=50K,<=50K
57,4,11,9,2,6,0,2,1,0,0,40,39,>50K,<=50K
46,7,11,9,2,12,0,4,1,0,0,40,39,<=50K,<=50K
67,4,11,9,2,0,0,4,1,0,0,35,39,<=50K,<=50K
35,3,11,9,4,7,4,2,0,0,0,40,39,<=50K,<=50K
47,4,11,9,5,2,3,4,1,0,0,40,39,<=50K,<=50K
39,4,0,6,2,2,0,4,1,0,0,40,39,<=50K,>50K
50,4,15,10,0,7,4,1,1,0,0,40,30,<=50K,<=50K
58,6,2,8,0,11,1,4,0,0,0,52,39,<=50K,<=50K
36,4,7,12,2,9,5,4,0,0,0,30,39,>50K,<=50K
45,4,12,14,2,9,0,4,1,0,0,36,8,>50K,<=50K
54,4,11,9,2,6,0,4,1,0,0,40,39,>50K,>50K
26,4,9,13,4,0,3,4,1,0,0,30,39,<=50K,<=50K
60,4,11,9,2,9,0,4,1,0,0,40,39,>50K,<=50K
46,4,14,15,2,9,0,4,1,99999,0,60,39,>50K,<=50K
26,4,15,10,2,3,5,4,0,0,0,35,39,<=50K,>50K
32,4,1,7,4,2,2,4,1,0,0,40,39,<=50K,<=50K
38,1,11,9,2,13,0,4,1,0,0,40,39,<=50K,<=50K
48,6,15,10,2,11,0,4,1,0,0,70,39,>50K,<=50K
44,6,11,9,2,3,0,4,1,0,1977,45,39,>50K,>50K
37,4,11,9,4,7,3,1,0,0,0,40,30,<=50K,>50K
44,4,15,10,2,3,0,4,1,0,0,40,39,<=50K,>50K
31,4,11,9,4,7,1,3,0,0,0,35,39,<=50K,<=50K
61,6,14,15,2,9,0,4,1,0,0,35,39,>50K,<=50K
51,4,11,9,2,2,0,4,1,0,0,40,39,<=50K,<=50K
52,4,9,13,2,11,5,4,0,15024,0,60,39,>50K,<=50K
45,4,11,9,2,6,5,4,0,0,1740,40,39,<=50K,<=50K
36,3,7,12,2,7,5,2,0,0,0,21,13,<=50K,<=50K
39,4,1,7,2,7,0,4,1,2407,0,70,25,<=50K,<=50K
67,1,11,9,0,7,1,4,0,0,0,24,39,<=50K,>50K
40,7,7,12,2,0,0,4,1,0,0,40,39,>50K,<=50K
27,4,4,3,4,4,1,4,1,0,0,35,25,<=50K,<=50K
37,4,3,2,2,6,0,4,1,0,0,40,25,<=50K,<=50K
57,4,15,10,2,3,0,4,1,0,0,50,39,>50K,<=50K
27,4,0,6,0,7,1,4,0,0,0,40,39,<=50K,<=50K
28,4,11,9,4,11,1,4,0,2202,0,48,39,<=50K,<=50K
34,5,9,13,2,9,0,4,1,0,0,60,39,>50K,<=50K
54,4,11,9,2,6,0,4,1,5178,0,50,39,>50K,<=50K
52,4,11,9,0,7,2,2,0,0,0,38,39,<=50K,<=50K
42,4,9,13,2,9,0,4,1,0,0,45,39,>50K,<=50K
48,4,12,14,2,9,0,4,1,15024,0,40,39,>50K,>50K
65,7,12,14,2,9,0,4,1,6514,0,35,39,>50K,<=50K
55,6,14,15,2,9,5,4,0,0,0,10,39,<=50K,<=50K
71,5,11,9,2,0,5,4,0,0,0,20,39,>50K,<=50K
33,4,15,10,2,6,0,2,1,0,0,40,39,<=50K,<=50K
30,4,11,9,2,11,0,4,1,0,0,40,39,<=50K,<=50K
35,4,9,13,2,3,0,4,1,0,0,55,39,>50K,<=50K
59,4,0,6,0,0,1,2,0,0,0,40,39,<=50K,>50K
19,4,15,10,4,5,3,4,1,0,0,20,39,<=50K,>50K
36,6,6,5,2,2,0,4,1,0,0,30,39,<=50K,<=50K
26,6,11,9,4,11,3,4,1,0,0,40,39,<=50K,<=50K
34,1,11,9,2,10,0,4,1,0,0,40,39,<=50K,<=50K
41,4,11,9,2,2,0,2,1,0,0,40,39,>50K,<=50K
44,4,9,13,2,9,0,4,1,15024,0,50,21,>50K,<=50K
26,3,11,9,5,7,4,4,0,0,0,40,39,<=50K,<=50K
47,4,11,9,2,2,0,4,1,0,0,48,39,<=50K,<=50K
18,4,15,10,4,11,3,4,1,0,0,16,39,<=50K,<=50K
55,6,0,6,2,2,0,4,1,0,0,18,39,<=50K,<=50K
49,1,11,9,2,2,0,4,1,0,2002,40,39,<=50K,<=50K
43,4,9,13,4,9,1,4,1,0,0,40,39,<=50K,<=50K
62,4,5,4,2,10,0,4,1,0,0,40,4,<=50K,<=50K
44,4,11,9,2,5,0,2,1,0,0,40,39,<=50K,<=50K
39,3,11,9,0,7,4,4,0,0,0,40,39,<=50K,<=50K
50,5,15,10,2,11,0,4,1,0,0,60,39,>50K,<=50K
35,4,1,7,4,11,1,4,1,0,0,45,39,<=50K,>50K
52,4,11,9,2,0,0,4,1,0,0,40,39,<=50K,<=50K
46,4,14,15,2,9,0,4,1,0,0,60,39,>50K,<=50K
44,4,7,12,2,11,0,4,1,7688,0,40,39,>50K,<=50K
43,4,15,10,4,3,4,4,1,0,0,50,39,<=50K,>50K
51,4,5,4,2,2,0,4,1,2961,0,40,39,<=50K,<=50K
47,4,7,12,2,0,5,4,0,0,0,40,21,>50K,<=50K
43,4,12,14,0,3,4,4,1,0,0,50,39,<=50K,>50K
64,3,11,9,2,7,0,4,1,0,0,40,27,>50K,>50K
24,4,15,10,4,2,1,4,1,0,0,40,39,<=50K,<=50K
27,0,15,10,2,2,0,4,1,0,0,50,39,<=50K,<=50K
32,4,11,9,2,13,0,4,1,0,0,40,39,<=50K,<=50K
37,4,11,9,0,7,4,4,0,0,0,12,39,<=50K,<=50K
26,4,11,9,2,6,0,4,1,0,0,60,39,<=50K,<=50K
43,4,9,13,2,3,0,4,1,99999,0,60,39,>50K,<=50K
50,4,11,9,2,6,5,4,0,0,0,40,39,<=50K,<=50K
20,6,11,9,4,13,3,4,1,0,0,80,39,<=50K,>50K
37,4,11,9,2,3,0,4,1,0,1902,45,39,>50K,<=50K
43,4,11,9,4,7,1,2,0,0,0,45,39,<=50K,<=50K
37,4,11,9,2,3,0,4,1,0,1887,50,39,>50K,<=50K
53,4,6,5,0,7,1,4,0,0,0,36,1,<=50K,<=50K
44,4,10,16,2,9,0,4,1,0,0,40,39,>50K,<=50K
25,4,11,9,4,7,1,4,0,0,0,40,39,<=50K,<=50K
17,4,1,7,4,0,3,4,0,1055,0,20,39,<=50K,>50K
19,4,11,9,4,11,3,4,1,0,0,50,39,<=50K,<=50K
53,7,11,9,2,3,5,4,0,15024,0,40,39,>50K,<=50K
44,4,15,10,2,11,0,4,1,0,0,50,39,<=50K,>50K
51,4,11,9,2,6,0,2,1,0,1902,40,39,>50K,<=50K
49,4,11,9,2,3,5,4,0,0,0,43,39,<=50K,<=50K
35,4,15,10,2,5,0,4,1,0,0,40,39,<=50K,<=50K
44,4,11,9,0,2,1,4,1,0,0,45,39,<=50K,<=50K
54,4,12,14,2,9,0,4,1,0,0,60,39,<=50K,<=50K
37,4,15,10,0,0,4,2,0,0,0,35,39,<=50K,>50K
18,4,15,10,4,7,3,4,0,0,0,15,39,<=50K,<=50K
24,4,15,10,2,5,0,4,1,0,0,40,39,<=50K,<=50K
29,4,11,9,0,2,1,4,0,0,0,50,39,<=50K,<=50K
22,3,15,10,0,7,1,4,0,0,0,35,39,<=50K,<=50K
35,4,11,9,4,6,1,4,1,0,0,40,39,<=50K,>50K
56,4,11,9,2,2,0,4,1,0,0,48,39,>50K,<=50K
32,3,5,4,6,7,1,4,0,0,0,40,39,<=50K,<=50K
24,4,9,13,4,6,1,1,1,0,0,45,2,<=50K,<=50K
43,4,12,14,2,3,0,4,1,0,1902,40,39,>50K,<=50K
73,4,11,9,6,11,2,4,0,0,0,15,39,<=50K,>50K
47,0,15,10,2,2,0,4,1,0,0,40,27,<=50K,<=50K
49,4,2,8,2,6,0,4,1,0,0,39,39,<=50K,<=50K
38,4,9,13,2,11,0,4,1,0,0,40,39,>50K,<=50K
31,4,11,9,2,6,0,2,1,0,0,40,39,<=50K,>50K
39,4,15,10,0,0,4,0,0,0,0,40,39,<=50K,<=50K
42,4,9,13,0,0,1,4,0,0,0,40,39,<=50K,<=50K
41,4,12,14,2,9,0,1,1,0,0,45,2,>50K,<=50K
35,4,9,13,2,11,0,4,1,0,0,45,39,>50K,<=50K
38,4,11,9,2,13,0,4,1,0,0,45,39,<=50K,<=50K
31,4,11,9,0,0,1,4,0,0,0,40,39,<=50K,<=50K
51,1,11,9,2,10,0,4,1,0,0,70,39,<=50K,<=50K
38,4,9,13,0,11,1,4,1,0,0,48,39,>50K,<=50K
40,1,15,10,2,3,0,4,1,0,0,42,39,>50K,<=50K
21,4,11,9,4,7,1,4,0,0,0,30,39,<=50K,<=50K
44,4,15,10,0,2,1,4,1,0,0,40,39,<=50K,<=50K
55,4,11,9,2,2,0,4,1,0,0,40,39,>50K,<=50K
29,4,11,9,0,11,1,4,1,0,0,45,39,<=50K,<=50K
49,4,12,14,2,9,5,4,0,0,0,50,39,>50K,<=50K
31,4,8,11,2,7,0,4,1,0,0,42,39,<=50K,<=50K
24,4,12,14,4,3,3,4,1,6849,0,90,39,<=50K,<=50K
46,4,15,10,4,3,1,2,1,0,0,40,39,<=50K,<=50K
26,4,11,9,4,11,1,2,1,0,0,40,39,<=50K,>50K
35,4,9,13,4,7,1,4,1,0,0,38,39,<=50K,>50K
27,4,8,11,4,11,1,4,1,0,0,50,39,<=50K,<=50K
64,6,9,13,2,3,0,4,1,15024,0,35,39,>50K,<=50K
26,4,9,13,4,2,2,4,1,0,0,40,39,<=50K,<=50K
21,4,11,9,4,7,1,4,0,0,1719,16,39,<=50K,<=50K
45,4,9,13,0,7,1,4,1,0,0,45,27,>50K,<=50K
57,1,11,9,2,13,0,4,1,0,0,72,39,<=50K,<=50K
30,4,9,13,2,0,0,4,1,0,0,40,39,>50K,>50K
45,4,1,7,2,7,5,4,0,0,0,32,39,<=50K,<=50K
50,4,5,4,0,2,1,4,0,0,0,30,39,<=50K,<=50K
38,4,9,13,4,0,3,4,0,0,0,40,39,<=50K,>50K
43,6,15,10,2,2,0,4,1,0,0,60,39,<=50K,<=50K
42,4,15,10,6,3,1,4,0,0,0,55,39,<=50K,>50K
32,4,9,13,4,9,3,4,1,0,0,40,39,<=50K,>50K
20,4,11,9,4,0,1,4,0,0,0,40,39,<=50K,<=50K
27,4,11,9,4,7,1,4,0,0,0,35,39,<=50K,<=50K
45,4,1,7,6,0,4,4,0,0,0,40,39,<=50K,<=50K
40,4,11,9,4,6,1,4,0,0,0,40,39,<=50K,<=50K
38,4,11,9,0,13,1,4,1,0,0,60,39,<=50K,<=50K
37,4,11,9,0,0,4,4,0,0,0,40,39,<=50K,<=50K
60,4,0,6,0,6,1,4,0,0,0,40,39,<=50K,<=50K
53,6,11,9,2,3,0,2,1,0,0,45,39,>50K,<=50K
25,4,9,13,2,3,3,4,0,0,0,40,39,<=50K,<=50K
47,6,9,13,0,3,1,1,1,0,0,60,23,<=50K,<=50K
40,6,11,9,4,4,1,4,1,0,0,70,39,<=50K,<=50K
51,3,11,9,2,7,0,4,1,0,0,40,39,<=50K,<=50K
19,4,15,10,4,7,3,4,0,0,0,10,39,<=50K,<=50K
42,4,15,10,2,9,5,4,0,0,0,50,39,>50K,>50K
